t,phi,R,N,Zmean,vZ_mean
1.847,1,10.50, 4709.0,0.054,1.9288e+00
1.847,1,11.50, 5040.0,0.006,1.3721e+00
1.847,1,12.50, 2447.0,0.013,-1.5224e+00
1.847,1,13.50, 4643.0,0.012,-1.2144e+00
1.847,1,14.50, 1070.0,-0.061,2.5761e-01
1.847,1,15.50, 704.0,0.086,-4.5429e-01
1.847,2,5.50, 10219.0,-0.003,-1.1193e+00
1.847,2,6.50, 9133.0,0.018,-1.5497e+00
1.847,2,7.50, 9546.0,-0.005,-1.1501e+00
1.847,2,8.50, 8049.0,0.013,-1.4166e+00
1.847,2,9.50, 6790.0,0.058,6.0131e-02
1.847,2,10.50, 4983.0,0.047,1.3975e+00
1.847,2,11.50, 4096.0,-0.004,6.7909e-01
1.847,2,12.50, 2713.0,0.018,-8.0900e-01
1.847,2,13.50, 4759.0,0.016,-1.0355e+00
1.847,2,14.50, 666.0,-0.029,9.9231e-01
1.847,2,15.50, 575.0,0.051,-6.4719e-01
1.847,3,5.50, 10147.0,0.006,-9.3043e-01
1.847,3,6.50, 9242.0,0.011,-1.4159e+00
1.847,3,7.50, 9623.0,-0.011,-5.2653e-01
1.847,3,8.50, 7380.0,0.014,-1.2479e+00
1.847,3,9.50, 7907.0,0.060,-2.2557e-01
1.847,3,10.50, 5160.0,0.035,9.4978e-01
1.847,3,11.50, 3900.0,-0.012,4.2546e-01
1.847,3,12.50, 3183.0,0.024,-1.4554e+00
1.847,3,13.50, 4466.0,0.030,-1.0475e+00
1.847,3,14.50, 525.0,0.048,1.4010e+00
1.847,3,15.50, 755.0,-0.001,1.6077e+00
1.847,4,5.50, 12184.0,-0.002,-5.6059e-01
1.847,4,6.50, 10403.0,-0.000,-7.2537e-01
1.847,4,7.50, 8555.0,0.000,-2.6437e-01
1.847,4,8.50, 7601.0,0.013,-1.1790e+00
1.847,4,9.50, 6001.0,0.049,-5.5100e-01
1.847,4,10.50, 4479.0,0.037,5.9888e-01
1.847,4,11.50, 3473.0,0.008,-3.6327e-01
1.847,4,12.50, 4162.0,0.015,-1.7294e+00
1.847,4,13.50, 3256.0,0.035,-9.2431e-01
1.847,4,14.50, 587.0,0.080,1.7020e+00
1.847,4,15.50, 1159.0,0.144,1.2458e+00
1.847,5,5.50, 14148.0,-0.005,-5.8715e-01
1.847,5,6.50, 11656.0,-0.000,-5.9026e-01
1.847,5,7.50, 7949.0,-0.000,-1.4824e-02
1.847,5,8.50, 7200.0,0.013,-9.1398e-01
1.847,5,9.50, 5925.0,0.038,-8.2914e-01
1.847,5,10.50, 5100.0,0.042,4.6763e-01
1.847,5,11.50, 2958.0,0.002,-1.5356e-01
1.847,5,12.50, 4273.0,0.008,-1.8193e+00
1.847,5,13.50, 3097.0,0.038,-1.0996e+00
1.847,5,14.50, 697.0,0.156,3.0023e+00
1.847,5,15.50, 1784.0,0.155,1.2323e+00
1.847,6,5.50, 13072.0,0.008,-7.8091e-01
1.847,6,6.50, 13257.0,0.016,-2.6686e-01
1.847,6,7.50, 10323.0,0.005,3.2972e-01
1.847,6,8.50, 7944.0,0.005,-8.4469e-01
1.847,6,9.50, 6678.0,0.049,-8.2974e-01
1.847,6,10.50, 5228.0,0.037,-3.2788e-01
1.847,6,11.50, 2739.0,-0.017,-1.6380e+00
1.847,6,12.50, 4558.0,0.006,-1.7574e+00
1.847,6,13.50, 3228.0,0.024,-5.9259e-01
1.847,6,14.50, 889.0,0.216,3.4816e+00
1.847,6,15.50, 2703.0,0.117,3.6700e-01
1.847,7,5.50, 13459.0,0.012,-4.4360e-01
1.847,7,6.50, 13933.0,0.026,2.0446e-02
1.847,7,7.50, 10999.0,0.008,1.7909e-01
1.847,7,8.50, 9198.0,0.013,-8.2242e-01
1.847,7,9.50, 7396.0,0.042,-6.4060e-01
1.847,7,10.50, 5137.0,0.015,-7.2607e-02
1.847,7,11.50, 2570.0,-0.046,-1.4348e+00
1.847,7,12.50, 4313.0,-0.011,-1.6555e+00
1.847,7,13.50, 2633.0,0.030,-5.4955e-01
1.847,7,14.50, 1173.0,0.183,2.0822e+00
1.847,7,15.50, 3187.0,0.098,3.6429e-01
1.847,8,5.50, 15195.0,0.018,-7.1593e-01
1.847,8,6.50, 13447.0,0.026,-2.1678e-01
1.847,8,7.50, 10645.0,0.013,2.8591e-01
1.847,8,8.50, 8017.0,0.026,-6.2546e-01
1.847,8,9.50, 5532.0,0.030,-4.9106e-01
1.847,8,10.50, 5202.0,-0.005,-3.5147e-01
1.847,8,11.50, 2554.0,-0.043,-1.1136e+00
1.847,8,12.50, 4606.0,-0.016,-1.3093e+00
1.847,8,13.50, 2148.0,0.038,-5.3607e-01
1.847,8,14.50, 1240.0,0.150,9.3984e-01
1.847,8,15.50, 2721.0,0.141,-6.1875e-01
1.847,9,5.50, 16509.0,0.017,-1.1695e+00
1.847,9,6.50, 10850.0,0.026,-1.4779e-01
1.847,9,7.50, 9026.0,0.010,5.6419e-01
1.847,9,8.50, 6902.0,0.027,-6.2976e-01
1.847,9,9.50, 5569.0,0.026,-1.0075e+00
1.847,9,10.50, 5814.0,0.003,-4.2571e-01
1.847,9,11.50, 3050.0,-0.045,-1.2937e+00
1.847,9,12.50, 5202.0,-0.031,-6.9869e-01
1.847,9,13.50, 1857.0,0.048,-1.1440e-01
1.847,9,14.50, 1506.0,0.184,1.1310e+00
1.847,9,15.50, 2687.0,0.153,-1.6458e+00
1.847,10,5.50, 14139.0,0.009,-1.4097e+00
1.847,10,6.50, 8145.0,0.015,6.3393e-02
1.847,10,7.50, 7722.0,0.006,2.9753e-01
1.847,10,8.50, 7622.0,0.022,-3.6698e-01
1.847,10,9.50, 5964.0,0.021,-5.0794e-01
1.847,10,10.50, 4626.0,-0.008,-5.2712e-01
1.847,10,11.50, 4368.0,-0.050,-1.1883e+00
1.847,10,12.50, 4648.0,-0.011,-6.4558e-02
1.847,10,13.50, 2277.0,0.097,2.7135e-03
1.847,10,14.50, 2040.0,0.145,4.5760e-01
1.847,10,15.50, 2325.0,0.121,-3.2927e+00
1.847,11,5.50, 12168.0,0.005,-1.6389e+00
1.847,11,6.50, 7373.0,0.006,3.7873e-01
1.847,11,7.50, 8815.0,0.005,7.7797e-01
1.847,11,8.50, 7737.0,0.008,-4.7714e-01
1.847,11,9.50, 6137.0,0.010,-7.0542e-01
1.847,11,10.50, 3966.0,-0.011,-1.9062e-02
1.847,11,11.50, 4442.0,-0.036,-1.8335e+00
1.847,11,12.50, 3328.0,0.004,-9.0689e-01
1.847,11,13.50, 2115.0,0.135,-3.0778e-01
1.847,11,14.50, 2258.0,0.146,-1.0806e+00
1.847,11,15.50, 1976.0,0.093,-4.4098e+00
1.847,12,5.50, 11280.0,-0.005,-1.3410e+00
1.847,12,6.50, 6953.0,0.007,-2.7552e-01
1.847,12,7.50, 8769.0,0.010,1.3391e+00
1.847,12,8.50, 8746.0,0.007,-1.4266e-01
1.847,12,9.50, 6666.0,-0.006,-1.0268e+00
1.847,12,10.50, 3091.0,-0.042,-1.3410e-01
1.847,12,11.50, 5235.0,-0.062,-2.0377e+00
1.847,12,12.50, 2907.0,0.012,-4.6857e-01
1.847,12,13.50, 1568.0,0.086,-3.4972e-01
1.847,12,14.50, 2171.0,0.074,-2.4111e+00
1.847,12,15.50, 1759.0,0.020,-4.9507e+00
1.847,13,5.50, 12050.0,-0.007,-1.0607e+00
1.847,13,6.50, 7920.0,0.009,1.3169e-01
1.847,13,7.50, 10402.0,0.020,1.0061e+00
1.847,13,8.50, 10856.0,-0.009,-5.2017e-01
1.847,13,9.50, 9008.0,-0.014,-9.2520e-01
1.847,13,10.50, 3901.0,-0.075,-3.1731e-01
1.847,13,11.50, 5697.0,-0.067,-1.6924e+00
1.847,13,12.50, 2925.0,0.004,-8.7388e-01
1.847,13,13.50, 1740.0,0.054,-7.7656e-01
1.847,13,14.50, 2231.0,-0.022,-2.2405e+00
1.847,13,15.50, 1584.0,-0.054,-5.1737e+00
1.847,14,5.50, 12358.0,-0.011,-7.6849e-01
1.847,14,6.50, 9462.0,0.017,-5.0272e-01
1.847,14,7.50, 10534.0,0.015,1.9529e-01
1.847,14,8.50, 11142.0,-0.027,-9.3104e-01
1.847,14,9.50, 8152.0,-0.043,2.4278e-01
1.847,14,10.50, 3564.0,-0.094,-1.2392e-01
1.847,14,11.50, 5721.0,-0.074,-1.3602e+00
1.847,14,12.50, 2696.0,-0.004,-3.6610e-01
1.847,14,13.50, 1960.0,0.016,-1.2261e+00
1.847,14,14.50, 2276.0,-0.066,-2.3116e+00
1.847,14,15.50, 1668.0,-0.078,-6.1984e+00
1.847,15,5.50, 12153.0,-0.003,-7.6795e-01
1.847,15,6.50, 11173.0,0.019,-7.5783e-01
1.847,15,7.50, 11425.0,-0.003,-1.2127e-01
1.847,15,8.50, 5901.0,-0.026,-5.1252e-01
1.847,15,9.50, 4861.0,-0.029,2.1472e-01
1.847,15,10.50, 4680.0,-0.081,1.5970e-01
1.847,15,11.50, 5713.0,-0.082,-5.6161e-01
1.847,15,12.50, 2236.0,0.003,-1.0635e+00
1.847,15,13.50, 2547.0,-0.028,-1.7841e+00
1.847,15,14.50, 2107.0,-0.106,-2.4379e+00
1.847,15,15.50, 1570.0,-0.179,-6.1765e+00
1.847,16,5.50, 13132.0,0.005,-8.5063e-01
1.847,16,6.50, 12546.0,0.019,-3.6318e-01
1.847,16,7.50, 9757.0,-0.012,1.0905e-01
1.847,16,8.50, 4425.0,-0.030,-2.4525e-03
1.847,16,9.50, 4899.0,-0.050,-1.8454e-02
1.847,16,10.50, 4293.0,-0.100,2.9948e-01
1.847,16,11.50, 5907.0,-0.090,-6.3174e-02
1.847,16,12.50, 2460.0,-0.009,-1.5272e+00
1.847,16,13.50, 2961.0,-0.074,-2.1808e+00
1.847,16,14.50, 1917.0,-0.118,-1.1744e+00
1.847,16,15.50, 1455.0,-0.231,-4.5233e+00
1.847,17,5.50, 15393.0,0.003,-9.7521e-01
1.847,17,6.50, 10543.0,0.011,-6.7679e-01
1.847,17,7.50, 7562.0,-0.023,1.5928e-01
1.847,17,8.50, 6130.0,-0.033,-3.0751e-01
1.847,17,9.50, 7042.0,-0.045,4.7428e-01
1.847,17,10.50, 5441.0,-0.090,1.0761e+00
1.847,17,11.50, 5110.0,-0.080,-1.4595e-02
1.847,17,12.50, 2438.0,-0.020,-1.7253e+00
1.847,17,13.50, 3171.0,-0.102,-1.6771e+00
1.847,17,14.50, 1798.0,-0.066,-1.9939e-01
1.847,17,15.50, 1347.0,-0.203,-2.8279e+00
1.847,18,5.50, 13695.0,0.006,-5.7392e-01
1.847,18,6.50, 9026.0,0.019,-1.3397e-01
1.847,18,7.50, 7754.0,-0.009,1.8388e-01
1.847,18,8.50, 7804.0,-0.027,-2.6720e-01
1.847,18,9.50, 7916.0,-0.037,5.5350e-01
1.847,18,10.50, 4104.0,-0.054,1.2323e+00
1.847,18,11.50, 4075.0,-0.063,-3.9535e-02
1.847,18,12.50, 2703.0,-0.051,-1.3342e+00
1.847,18,13.50, 3248.0,-0.114,-1.0002e+00
1.847,18,14.50, 1601.0,-0.079,4.8231e-01
1.847,18,15.50, 1349.0,-0.278,-3.9022e+00
1.847,19,5.50, 12567.0,0.011,-1.2085e-01
1.847,19,6.50, 9251.0,0.023,-2.1443e-01
1.847,19,7.50, 8994.0,0.003,4.0074e-01
1.847,19,8.50, 8888.0,-0.030,2.0485e-02
1.847,19,9.50, 6348.0,-0.031,6.3140e-01
1.847,19,10.50, 4737.0,-0.047,1.4838e+00
1.847,19,11.50, 5012.0,-0.062,-4.2050e-01
1.847,19,12.50, 2940.0,-0.056,-5.9339e-01
1.847,19,13.50, 3168.0,-0.103,1.9897e-01
1.847,19,14.50, 1554.0,-0.085,6.8620e-01
1.847,19,15.50, 1436.0,-0.284,-1.0817e+00
1.847,20,5.50, 12142.0,0.012,-1.6538e-01
1.847,20,6.50, 10633.0,0.018,-3.4097e-01
1.847,20,7.50, 10667.0,0.014,5.4344e-01
1.847,20,8.50, 7736.0,-0.016,2.8382e-02
1.847,20,9.50, 5810.0,-0.015,1.0648e+00
1.847,20,10.50, 6359.0,-0.033,1.8248e+00
1.847,20,11.50, 4356.0,-0.053,-1.6391e-01
1.847,20,12.50, 2906.0,-0.059,-1.1635e-01
1.847,20,13.50, 2613.0,-0.079,-2.3053e-01
1.847,20,14.50, 1666.0,-0.095,1.5070e+00
1.847,20,15.50, 1368.0,-0.219,-8.7954e-01
1.847,21,5.50, 11773.0,0.009,-5.5949e-01
1.847,21,6.50, 10948.0,0.019,-7.3846e-01
1.847,21,7.50, 8935.0,0.004,6.2356e-01
1.847,21,8.50, 6344.0,-0.023,1.2708e-03
1.847,21,9.50, 6422.0,-0.016,6.5484e-01
1.847,21,10.50, 6260.0,-0.028,1.9337e+00
1.847,21,11.50, 3818.0,-0.055,2.9719e-01
1.847,21,12.50, 3544.0,-0.069,1.3814e-02
1.847,21,13.50, 2428.0,-0.115,-7.6692e-02
1.847,21,14.50, 1617.0,-0.211,1.7153e-01
1.847,21,15.50, 1247.0,-0.307,-1.3517e+00
1.847,22,5.50, 10917.0,0.012,-8.1017e-01
1.847,22,6.50, 10025.0,0.020,-8.0535e-01
1.847,22,7.50, 8000.0,0.008,8.5779e-01
1.847,22,8.50, 9274.0,-0.007,1.0176e+00
1.847,22,9.50, 6610.0,0.004,1.3007e+00
1.847,22,10.50, 5598.0,-0.015,2.4048e+00
1.847,22,11.50, 3911.0,-0.068,1.5344e-01
1.847,22,12.50, 3683.0,-0.092,-3.7083e-01
1.847,22,13.50, 1965.0,-0.086,2.9808e-01
1.847,22,14.50, 1608.0,-0.169,9.5304e-01
1.847,22,15.50, 1296.0,-0.216,-1.0972e-01
1.847,23,5.50, 10866.0,0.004,-9.0370e-01
1.847,23,6.50, 10684.0,0.014,-7.8079e-01
1.847,23,7.50, 10066.0,0.017,9.2736e-01
1.847,23,8.50, 10731.0,0.011,1.3271e+00
1.847,23,9.50, 5774.0,0.043,1.5734e+00
1.847,23,10.50, 5277.0,-0.004,2.1210e+00
1.847,23,11.50, 2867.0,-0.070,7.8023e-02
1.847,23,12.50, 3911.0,-0.106,-1.5284e-01
1.847,23,13.50, 1757.0,-0.111,3.4546e-01
1.847,23,14.50, 1996.0,-0.211,5.5277e-01
1.847,23,15.50, 1502.0,-0.144,2.9866e-01
1.847,24,5.50, 12726.0,0.004,-1.2323e-01
1.847,24,6.50, 12596.0,0.015,-8.7287e-01
1.847,24,7.50, 11574.0,0.018,2.4573e-01
1.847,24,8.50, 8029.0,0.019,-1.1394e-01
1.847,24,9.50, 5720.0,0.045,1.8390e+00
1.847,24,10.50, 4980.0,-0.011,1.4978e+00
1.847,24,11.50, 3265.0,-0.064,-1.2373e-01
1.847,24,12.50, 4132.0,-0.097,4.5689e-02
1.847,24,13.50, 1927.0,-0.107,1.5979e+00
1.847,24,14.50, 2021.0,-0.195,9.9755e-01
1.847,24,15.50, 1482.0,-0.120,3.6720e-01
1.847,25,5.50, 14914.0,0.000,-2.8349e-01
1.847,25,6.50, 13441.0,0.009,-6.1417e-01
1.847,25,7.50, 11485.0,0.028,2.3011e-01
1.847,25,8.50, 6929.0,0.025,-3.5873e-01
1.847,25,9.50, 5414.0,0.046,1.0441e+00
1.847,25,10.50, 4276.0,-0.009,1.3353e+00
1.847,25,11.50, 3236.0,-0.097,5.2044e-01
1.847,25,12.50, 3865.0,-0.094,8.1694e-02
1.847,25,13.50, 2056.0,-0.095,2.7370e+00
1.847,25,14.50, 1747.0,-0.118,7.0522e-01
1.847,25,15.50, 1463.0,-0.061,-4.0474e-01
1.847,26,5.50, 14387.0,0.007,-8.1638e-02
1.847,26,6.50, 13096.0,0.015,-5.6781e-01
1.847,26,7.50, 9467.0,0.013,2.0601e-01
1.847,26,8.50, 6356.0,0.024,-1.9169e-01
1.847,26,9.50, 5492.0,0.049,5.8419e-01
1.847,26,10.50, 5484.0,-0.000,1.9106e+00
1.847,26,11.50, 4306.0,-0.096,9.6623e-01
1.847,26,12.50, 3230.0,-0.067,7.2357e-01
1.847,26,13.50, 1981.0,-0.034,3.3866e+00
1.847,26,14.50, 1710.0,-0.124,1.6752e+00
1.847,26,15.50, 1832.0,-0.048,5.2401e-01
1.847,27,5.50, 13758.0,0.010,-3.7519e-01
1.847,27,6.50, 12341.0,0.011,-1.9429e-01
1.847,27,7.50, 8620.0,0.001,-3.2967e-01
1.847,27,8.50, 6762.0,0.026,-6.0654e-01
1.847,27,9.50, 6723.0,0.042,4.5294e-01
1.847,27,10.50, 5303.0,-0.003,1.6689e+00
1.847,27,11.50, 4050.0,-0.072,1.5322e+00
1.847,27,12.50, 2753.0,-0.060,1.8515e+00
1.847,27,13.50, 1934.0,-0.039,3.6788e+00
1.847,27,14.50, 2216.0,-0.131,1.1283e+00
1.847,27,15.50, 2195.0,-0.037,-8.1852e-01
1.847,28,5.50, 13638.0,0.002,-5.6287e-01
1.847,28,6.50, 11018.0,0.010,1.5829e-02
1.847,28,7.50, 7716.0,-0.011,2.9562e-01
1.847,28,8.50, 7666.0,0.005,-4.5589e-01
1.847,28,9.50, 6757.0,0.035,-8.8234e-02
1.847,28,10.50, 5586.0,0.010,2.1485e+00
1.847,28,11.50, 4071.0,-0.061,1.6110e+00
1.847,28,12.50, 2407.0,-0.067,2.1433e+00
1.847,28,13.50, 2201.0,-0.013,3.1503e+00
1.847,28,14.50, 2046.0,-0.073,6.3330e-01
1.847,28,15.50, 2063.0,0.026,-1.1274e+00
1.847,29,5.50, 13448.0,0.002,-1.4360e+00
1.847,29,6.50, 9452.0,0.006,-4.6458e-01
1.847,29,7.50, 7364.0,-0.019,4.6140e-01
1.847,29,8.50, 7254.0,-0.007,-5.3360e-01
1.847,29,9.50, 6528.0,0.049,-3.2792e-01
1.847,29,10.50, 6465.0,0.006,1.7867e+00
1.847,29,11.50, 4874.0,-0.068,2.0480e+00
1.847,29,12.50, 2036.0,-0.027,2.2800e+00
1.847,29,13.50, 2410.0,0.021,2.9174e+00
1.847,29,14.50, 2493.0,-0.040,1.1991e-01
1.847,29,15.50, 1616.0,0.012,-1.8510e+00
1.847,30,5.50, 12196.0,-0.004,-1.0050e+00
1.847,30,6.50, 7854.0,0.003,-2.6114e-02
1.847,30,7.50, 8715.0,-0.007,4.5537e-01
1.847,30,8.50, 6759.0,-0.007,-1.3646e+00
1.847,30,9.50, 6306.0,0.047,-2.6247e-01
1.847,30,10.50, 5568.0,0.013,1.7646e+00
1.847,30,11.50, 6005.0,-0.051,1.8851e+00
1.847,30,12.50, 1929.0,-0.014,1.4158e+00
1.847,30,13.50, 2647.0,0.055,1.3457e+00
1.847,30,14.50, 3241.0,-0.018,-3.2324e-01
1.847,30,15.50, 863.0,-0.059,-1.6917e+00
1.847,31,5.50, 9838.0,-0.009,-1.3805e+00
1.847,31,6.50, 8779.0,0.004,2.5624e-01
1.847,31,7.50, 10389.0,-0.014,4.0037e-01
1.847,31,8.50, 6311.0,-0.001,-4.9748e-01
1.847,31,9.50, 6559.0,0.042,-5.3135e-01
1.847,31,10.50, 4275.0,0.023,1.8706e+00
1.847,31,11.50, 5496.0,-0.010,1.4557e+00
1.847,31,12.50, 1669.0,0.047,1.0227e+00
1.847,31,13.50, 2350.0,0.087,4.6311e-01
1.847,31,14.50, 3523.0,-0.032,-7.9796e-01
1.847,31,15.50, 355.0,-0.115,-2.0657e+00
1.847,32,5.50, 10214.0,-0.023,-5.8385e-01
1.847,32,6.50, 12212.0,-0.003,2.6280e-01
1.847,32,7.50, 11472.0,0.004,-7.3104e-02
1.847,32,8.50, 7487.0,0.009,-1.4162e+00
1.847,32,9.50, 7672.0,0.040,-8.9599e-01
1.847,32,10.50, 3686.0,0.027,2.3496e+00
1.847,32,11.50, 5028.0,-0.018,6.8827e-01
1.847,32,12.50, 1370.0,0.032,2.5823e-01
1.847,32,13.50, 2708.0,0.092,-4.5204e-01
1.847,32,14.50, 3105.0,-0.086,-1.1486e+00
1.847,32,15.50, 212.0,-0.165,-1.1993e+00
1.847,33,5.50, 11663.0,-0.013,1.8092e-01
1.847,33,6.50, 14984.0,0.006,2.7178e-01
1.847,33,7.50, 10567.0,0.014,-2.7745e-01
1.847,33,8.50, 9581.0,0.023,-8.6536e-01
1.847,33,9.50, 6734.0,0.050,-9.8623e-02
1.847,33,10.50, 4228.0,0.024,2.1356e+00
1.847,33,11.50, 4788.0,-0.012,1.2355e+00
1.847,33,12.50, 1561.0,0.048,-5.8882e-01
1.847,33,13.50, 2922.0,0.060,-2.7053e-01
1.847,33,14.50, 2724.0,-0.077,-8.7425e-01
1.847,33,15.50, 188.0,-0.144,4.4238e+00
1.847,34,5.50, 13959.0,-0.006,5.7565e-01
1.847,34,6.50, 14726.0,0.015,8.0782e-02
1.847,34,7.50, 11188.0,0.013,-8.2596e-01
1.847,34,8.50, 8138.0,0.031,-1.2811e+00
1.847,34,9.50, 6595.0,0.042,4.6004e-01
1.847,34,10.50, 6110.0,0.029,2.1888e+00
1.847,34,11.50, 4540.0,-0.009,8.1901e-01
1.847,34,12.50, 1485.0,0.049,-1.0497e+00
1.847,34,13.50, 3712.0,0.061,-2.6381e-01
1.847,34,14.50, 2428.0,-0.031,-9.6098e-02
1.847,34,15.50, 238.0,-0.103,8.4487e+00
1.847,35,5.50, 14737.0,-0.001,3.5103e-01
1.847,35,6.50, 12482.0,0.016,-2.5893e-01
1.847,35,7.50, 9752.0,0.006,-1.2609e+00
1.847,35,8.50, 6664.0,0.020,-1.4092e+00
1.847,35,9.50, 6809.0,0.051,1.1770e+00
1.847,35,10.50, 5608.0,0.041,1.9341e+00
1.847,35,11.50, 4373.0,-0.005,9.8024e-01
1.847,35,12.50, 1620.0,0.023,-4.6830e-01
1.847,35,13.50, 4441.0,0.053,-4.5456e-02
1.847,35,14.50, 1705.0,-0.064,-3.2771e-01
1.847,35,15.50, 282.0,0.020,6.0403e+00
1.856,0,5.50, 13730.0,0.005,1.0831e+00
1.856,0,6.50, 14750.0,0.013,-1.7560e-01
1.856,0,7.50, 11111.0,0.006,-4.6615e-01
1.856,0,8.50, 8130.0,0.010,-1.4841e+00
1.856,0,9.50, 6722.0,0.059,3.7365e-01
1.856,0,10.50, 6075.0,0.063,1.7093e+00
1.856,0,11.50, 4487.0,-0.001,1.1071e+00
1.856,0,12.50, 1579.0,0.017,-6.5333e-01
1.856,0,13.50, 4769.0,0.038,-1.1153e-02
1.856,0,14.50, 1365.0,-0.063,5.0362e-01
1.856,0,15.50, 289.0,0.087,2.8052e+00
1.856,1,5.50, 15115.0,0.008,6.5826e-01
1.856,1,6.50, 12062.0,0.010,-6.1427e-01
1.856,1,7.50, 8968.0,-0.000,-7.9935e-01
1.856,1,8.50, 6245.0,0.013,-1.2062e+00
1.856,1,9.50, 4477.0,0.053,5.3672e-01
1.856,1,10.50, 4286.0,0.068,1.8240e+00
1.856,1,11.50, 5098.0,0.014,1.5663e+00
1.856,1,12.50, 2069.0,0.013,-6.9689e-01
1.856,1,13.50, 4898.0,0.034,-3.5626e-01
1.856,1,14.50, 1055.0,-0.076,1.1192e+00
1.856,1,15.50, 469.0,0.008,-1.2724e-01
1.856,2,5.50, 14223.0,-0.001,-6.8884e-02
1.856,2,6.50, 9622.0,0.003,-8.3198e-01
1.856,2,7.50, 7986.0,-0.015,-6.8894e-01
1.856,2,8.50, 5214.0,0.000,-1.3851e+00
1.856,2,9.50, 4381.0,0.062,2.7549e-01
1.856,2,10.50, 4630.0,0.075,2.0494e+00
1.856,2,11.50, 5098.0,0.025,1.7269e+00
1.856,2,12.50, 2548.0,0.002,-1.1232e+00
1.856,2,13.50, 4695.0,0.002,-7.5647e-01
1.856,2,14.50, 980.0,-0.052,1.1782e+00
1.856,2,15.50, 786.0,0.071,-8.4040e-01
1.856,3,5.50, 12666.0,-0.003,-7.2139e-01
1.856,3,6.50, 8463.0,0.003,-1.0507e+00
1.856,3,7.50, 8013.0,-0.011,-9.5689e-01
1.856,3,8.50, 7385.0,-0.007,-1.6135e+00
1.856,3,9.50, 5959.0,0.062,-1.1817e-01
1.856,3,10.50, 5347.0,0.073,1.2133e+00
1.856,3,11.50, 3982.0,0.006,1.0748e+00
1.856,3,12.50, 3044.0,0.004,-5.7682e-01
1.856,3,13.50, 4554.0,0.006,-9.5531e-01
1.856,3,14.50, 697.0,0.036,1.7131e+00
1.856,3,15.50, 625.0,0.009,4.9840e-01
1.856,4,5.50, 10638.0,-0.010,-7.2834e-01
1.856,4,6.50, 8606.0,-0.004,-1.1876e+00
1.856,4,7.50, 10036.0,-0.010,-1.0874e-01
1.856,4,8.50, 8224.0,0.002,-1.3071e+00
1.856,4,9.50, 7621.0,0.053,-3.7378e-01
1.856,4,10.50, 5505.0,0.052,6.5604e-01
1.856,4,11.50, 3433.0,-0.015,8.4528e-01
1.856,4,12.50, 3601.0,-0.002,-9.5409e-01
1.856,4,13.50, 4248.0,0.017,-1.1249e+00
1.856,4,14.50, 578.0,0.058,1.8410e+00
1.856,4,15.50, 952.0,0.091,1.4958e+00
1.856,5,5.50, 9971.0,-0.003,-6.6113e-01
1.856,5,6.50, 8568.0,0.002,-8.7205e-01
1.856,5,7.50, 9776.0,-0.008,8.6901e-02
1.856,5,8.50, 7572.0,0.008,-9.0192e-01
1.856,5,9.50, 6698.0,0.051,-6.0635e-01
1.856,5,10.50, 4924.0,0.043,5.4027e-01
1.856,5,11.50, 3483.0,0.005,2.2603e-01
1.856,5,12.50, 4302.0,0.001,-1.3865e+00
1.856,5,13.50, 3092.0,0.028,-7.7049e-01
1.856,5,14.50, 627.0,0.135,2.1688e+00
1.856,5,15.50, 1421.0,0.169,1.4106e+00
1.856,6,5.50, 11468.0,-0.008,-6.5742e-01
1.856,6,6.50, 9838.0,-0.003,-4.8178e-01
1.856,6,7.50, 8839.0,-0.001,4.3076e-01
1.856,6,8.50, 6948.0,0.002,-6.3001e-01
1.856,6,9.50, 5586.0,0.033,-8.1608e-01
1.856,6,10.50, 4735.0,0.042,2.4331e-01
1.856,6,11.50, 2824.0,0.003,2.7807e-01
1.856,6,12.50, 4504.0,-0.011,-1.1123e+00
1.856,6,13.50, 2907.0,0.027,-1.1688e+00
1.856,6,14.50, 757.0,0.174,3.0852e+00
1.856,6,15.50, 2107.0,0.137,8.2362e-01
1.856,7,5.50, 14214.0,-0.008,-4.7531e-01
1.856,7,6.50, 11556.0,-0.006,3.0482e-02
1.856,7,7.50, 9019.0,0.007,2.7850e-01
1.856,7,8.50, 6934.0,0.004,-8.8682e-01
1.856,7,9.50, 6894.0,0.031,-8.9297e-01
1.856,7,10.50, 4946.0,0.051,-1.1364e-01
1.856,7,11.50, 2902.0,-0.026,-8.1364e-01
1.856,7,12.50, 4933.0,-0.013,-1.1843e+00
1.856,7,13.50, 2903.0,0.017,-6.4206e-01
1.856,7,14.50, 971.0,0.237,3.0338e+00
1.856,7,15.50, 2914.0,0.116,4.4060e-01
1.856,8,5.50, 13924.0,-0.001,1.2978e-01
1.856,8,6.50, 13157.0,0.014,-4.5729e-01
1.856,8,7.50, 11163.0,0.009,1.7871e-01
1.856,8,8.50, 7936.0,0.001,-4.6539e-01
1.856,8,9.50, 7907.0,0.028,-9.3017e-01
1.856,8,10.50, 4703.0,0.026,2.8992e-01
1.856,8,11.50, 2726.0,-0.049,-9.3274e-01
1.856,8,12.50, 4587.0,-0.041,-1.3519e+00
1.856,8,13.50, 2315.0,0.027,-3.0133e-01
1.856,8,14.50, 1369.0,0.184,1.2824e+00
1.856,8,15.50, 3109.0,0.110,6.2159e-02
1.856,9,5.50, 12814.0,0.005,-1.4036e-01
1.856,9,6.50, 14805.0,0.025,5.2708e-03
1.856,9,7.50, 11313.0,0.010,7.6776e-01
